Sample,AI,Richness,all_seqs,all_len,lat,lon,LandcoverClass,Nation,Continent,Type
SRR6195952,0.283884364,1,58408618,7564642238,38.88,-120.64,Forest,United States,North America,Metagenome
SRR6201871,0.700852249,1,12469928,1532051621,35.913,-79.056,Grassland,United StatesA,North America,Metagenome
SRR6201907,0.659682536,1,12707297,1627664469,44.20517707,-122.1284473,Forest,United StatesA,North America,Metagenome
SRR6201925,0.535774092,1,15696827,2004094336,39.070856,-96.582821,Grassland,United StatesA,North America,Metagenome
SRR6201981,0.42950536,2,44945351,4999899542,31.11,-95.15,Forest,United States,North America,Metagenome
SRR6201984,0.228617606,1,42131001,4696671626,31.11,-95.15,Forest,United States,North America,Metagenome
SRR6201990,0.202111421,1,47579251,5312623207,31.11,-95.15,Forest,United States,North America,Metagenome
SRR6201994,0.512532087,2,50108040,6284924507,31.11,-95.15,Forest,United States,North America,Metagenome
SRR6201996,0.091694438,1,90732659,11709999454,31.11,-95.15,Forest,United StatesA,North America,Metagenome
SRR6201997,0.760231303,1,55135189,7061941673,31.11,-95.15,Forest,United StatesA,North America,Metagenome
SRR6202000,0.485894662,2,43502899,4419648564,31.11,-95.15,Forest,United States,North America,Metagenome
SRR6202011,0.163282658,1,51931777,6575969767,46.42,-83.37,Forest,Canada,North America,Metagenome
SRR6202012,0.507977581,2,47979334,6341274870,31.11,-95.15,Forest,United States,North America,Metagenome
SRR6202022,0.178971225,1,50349692,5999522128,46.42,-83.37,Forest,Canada,North America,Metagenome
SRR6202023,0.198024264,1,41172366,5422274020,46.42,-83.37,Forest,Canada,North America,Metagenome
SRR6202030,0.185020774,1,46112445,5803358190,46.42,-83.37,Forest,Canada,North America,Metagenome
SRR6202041,0.456429431,1,36932340,4704963137,46.42,-83.37,Forest,Canada,North America,Metagenome
SRR6202162,0.155136171,1,60732059,6921286101,49.08,-89.38,Forest,Canada,North America,Metagenome
SRR6202166,0.175730342,1,49770863,6110167510,49.08,-89.38,Forest,Canada,North America,Metagenome
SRR6202789,0.437395155,1,43249582,4909710649,49.08,-89.38,Forest,Canada,North America,Metagenome
SRR6202790,0.350939786,2,50872903,6119236780,49.08,-89.38,Forest,Canada,North America,Metagenome
SRR6204780,0.572757812,1,46458487,5624062050,49.08,-89.38,Forest,Canada,North America,Metagenome
SRR6266403,0.253268496,1,59909394,8479079241,39.7291,-123.6419,Forest,United States,North America,Metagenome
SRR6266480,0.090490354,1,82122007,11865815250,39.5673,-123.4758,Wetland,United States,North America,Metagenome
SRR6266508,0.107084944,1,72243520,10027010176,39.5673,-123.4758,Wetland,United States,North America,Metagenome
SRR6266536,0.225448494,2,68523907,9525384732,39.5673,-123.4758,Wetland,United States,North America,Metagenome
SRR6266568,0.07193432,1,100134584,14926697269,39.5673,-123.4758,Wetland,United States,North America,Metagenome
SRR6293899,4.493521381,3,37031621,5018019588,38.8856,121.5079,Agricultural Land,China,Asia,Metagenome
SRR6293900,0.536572392,3,41482277,6003338079,38.8856,121.5079,Agricultural Land,China,Asia,Metagenome
SRR6435952,0.480301281,1,15194712,2235558943,35.9076,-79.0506,Bare Land,United StatesA,North America,Metagenome
SRR6436042,0.650592309,1,11318219,1650406575,35.9076,-79.0506,Bare Land,United StatesA,North America,Metagenome
SRR6476469,0.16467636,2,99843817,13040630997,42.4531,-76.3842,Agricultural Land,United States,North America,Metagenome
SRR6476619,0.299698469,1,82125242,10748221315,42.4531,-76.3842,Agricultural Land,United States,North America,Metagenome
SRR6476620,0.149497389,1,109535337,14364690011,42.4531,-76.3842,Agricultural Land,United States,North America,Metagenome
SRR6478672,0.380917036,2,116553492,16913002930,42.4531,-76.3842,Agricultural Land,United States,North America,Metagenome
SRR6478735,0.123573081,1,120473494,17378248007,42.4531,-76.3842,Agricultural Land,United States,North America,Metagenome
SRR6478752,0.071502115,1,104148980,15016923868,42.4531,-76.3842,Agricultural Land,United States,North America,Metagenome
SRR6517650,0.120379894,1,61993461,8919610953,37.45,104.96,Bare Land,China,Asia,Metagenome
SRR6517652,0.534965845,3,55421291,8028488800,37.47,105.02,Bare Land,China,Asia,Metagenome
SRR6517654,0.127047225,1,58390095,8451517311,37.5,105.04,Bare Land,China,Asia,Metagenome
SRR6517655,0.12972208,1,57236614,8277247948,37.45,104.95,Bare Land,China,Asia,Metagenome
SRR6517659,0.120292355,1,61568922,8926101979,37.48,105.02,Bare Land,China,Asia,Metagenome
SRR6797246,0.398728925,1,21479290,2692911791,52.0105,5.7818,Agricultural Land,Netherlands,Europe,Metagenome
SRR6831574,0.120566352,3,180611031,26717450245,9.1086,-79.8436,Forest,Panama,North America,Metagenome
SRR6956465,0.355483535,1,40729934,6041021424,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR6956476,0.177861596,1,40592293,6036951471,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR6956671,0.202642279,1,36012185,5298705827,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR6956731,0.203105012,1,35627927,5286633800,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR6958124,0.092534466,2,160339920,23207392275,38.0262,-109.5407,Wetland,United States,North America,Metagenome
SRR6958471,0.168008774,2,89472966,12781973212,37.9013,-109.5337,Wetland,United States,North America,Metagenome
SRR6958472,0.087113008,2,168555508,24651698856,41.136,-111.9047,Wetland,United States,North America,Metagenome
SRR6958552,0.03821802,1,192703686,28095171506,45.2639,-110.8632,Wetland,United States,North America,Metagenome
SRR7003761,0.399947077,2,74131568,10738839046,33.3049,-116.2547,Bare Land,United States,North America,Metagenome
SRR7003764,0.360494369,1,42381956,5957051853,33.3049,-116.2547,Bare Land,United States,North America,Metagenome
SRR7003765,0.311440712,3,94397480,13790641756,33.3049,-116.2547,Bare Land,United States,North America,Metagenome
SRR7003766,0.243200313,3,90758470,13245153480,33.3049,-116.2547,Bare Land,United States,North America,Metagenome
SRR7003767,0.254089148,1,29203361,4225846848,33.3049,-116.2547,Bare Land,United States,North America,Metagenome
SRR7003810,0.497058112,2,29882096,4320387491,33.3049,-116.2547,Bare Land,United States,North America,Metagenome
SRR7004144,0.617365174,1,24065486,3478465808,33.305,-116.2547,Bare Land,United States,North America,Metagenome
SRR7004194,0.229689254,1,32339088,4674758639,33.305,-116.2547,Bare Land,United States,North America,Metagenome
SRR7004196,0.237227706,1,31182280,4526207516,33.3049,-116.2547,Bare Land,United States,North America,Metagenome
SRR7004197,0.249833994,1,29674028,4297821146,33.3049,-116.2547,Bare Land,United States,North America,Metagenome
SRR7004198,0.178297617,1,81959603,12044376588,3.8381,-73.3194,Wetland,Colombia,South America,Metagenome
SRR7004206,0.095424972,1,77097111,11252210049,4.2396,-73.2024,Wetland,Colombia,South America,Metagenome
SRR7004334,0.082435285,1,90709046,13025269703,4.2396,-73.2024,Wetland,Colombia,South America,Metagenome
SRR7004335,0.311504105,1,93613675,13787835321,4.2396,-73.2024,Wetland,Colombia,South America,Metagenome
SRR7004338,0.256844353,2,87125315,12541546779,3.8381,-73.3194,Wetland,Colombia,South America,Metagenome
SRR7004339,0.093336862,1,78225596,11503941753,3.8381,-73.3194,Wetland,Colombia,South America,Metagenome
SRR7004340,0.090681872,1,80375596,11840754958,3.8381,-73.3194,Wetland,Colombia,South America,Metagenome
SRR7004343,0.271382827,1,80670749,11869673203,4.0627,-73.195,Wetland,Colombia,South America,Metagenome
SRR7004347,0.212611822,2,68321010,10100490307,4.2396,-73.2024,Wetland,Colombia,South America,Metagenome
SRR7010302,0.261878343,1,28442586,4100155106,38.9136,-106.8951,Wetland,United States,North America,Metagenome
SRR7010525,0.385384372,1,19994226,2786158188,38.9136,-106.8951,Wetland,United States,North America,Metagenome
SRR7011570,0.406986925,1,18762458,2638271053,38.9134,-106.8956,Wetland,United States,North America,Metagenome
SRR7011574,0.772147452,2,29410417,4171775043,38.9138,-106.8952,Wetland,United States,North America,Metagenome
SRR7011951,0.093317344,1,81677379,11506347861,38.9134,-106.8956,Wetland,United States,North America,Metagenome
SRR7011997,0.360159597,1,20975428,2981294492,38.9821,-107.0102,Wetland,United States,North America,Metagenome
SRR7012430,0.329079909,1,23096036,3262860467,38.9825,-107.0101,Wetland,United States,North America,Metagenome
SRR7012999,0.301496393,1,24948357,3561375352,38.9355,-106.9424,Wetland,United States,North America,Metagenome
SRR7013837,0.314595949,1,45365112,6826164336,50.28,-107.8,Agricultural Land,Canada,North America,Metagenome
SRR7013838,0.274135936,2,54931124,7833645160,50.28,-107.8,Agricultural Land,Canada,North America,Metagenome
SRR7015786,0.266552613,1,28522511,4028254729,38.9354,-106.9424,Wetland,United States,North America,Metagenome
SRR7015886,0.273784884,1,29421024,3921844807,38.9365,-106.9428,Wetland,United States,North America,Metagenome
SRR7015888,0.565771672,1,26643851,3795671918,38.9355,-106.9424,Wetland,United States,North America,Metagenome
SRR7015890,0.303225062,1,24889914,3541072155,38.9365,-106.9428,Wetland,United States,North America,Metagenome
SRR7015892,0.613568217,1,24428563,3499991667,38.987,-107.0038,Wetland,United States,North America,Metagenome
SRR7015919,0.267300443,1,28333364,4016984829,38.987,-107.0038,Wetland,United States,North America,Metagenome
SRR7026201,0.271709883,1,27755749,3951795249,38.9225,-106.9538,Wetland,United States,North America,Metagenome
SRR7026233,0.510625447,1,30865427,4205594646,38.9225,-106.9538,Wetland,United States,North America,Metagenome
SRR7026261,0.244320404,1,32220756,4394810290,38.9871,-107.0011,Wetland,United States,North America,Metagenome
SRR7026314,0.312120096,1,25257240,3440156015,38.9223,-106.9536,Wetland,United States,North America,Metagenome
SRR7026370,0.317881075,1,23776100,3377809838,38.8825,-106.9105,Wetland,United States,North America,Metagenome
SRR7026371,0.36396386,1,20796771,2950133078,38.8825,-106.9105,Wetland,United States,North America,Metagenome
SRR7026473,0.324708822,1,23190787,3306783649,38.8927,-106.9112,Wetland,United States,North America,Metagenome
SRR7026474,0.370563552,1,20552357,2897591565,38.883,-106.9108,Wetland,United States,North America,Metagenome
SRR7026486,0.311273449,1,25374759,3449513051,38.8927,-106.9112,Wetland,United States,North America,Metagenome
SRR7026487,0.386993561,1,19815439,2774572839,38.8925,-106.9111,Wetland,United States,North America,Metagenome
SRR7026560,0.403218631,1,19110108,2662927111,38.8926,-106.9111,Wetland,United StatesA,North America,Metagenome
SRR7026571,0.499892161,1,29228784,4295893823,38.9767,-107.0044,Wetland,United States,North America,Metagenome
SRR7027366,0.393328971,1,18986440,2729882370,38.9763,-107.0041,Wetland,United States,North America,Metagenome
SRR7093038,0.233182895,3,161726978,23023597541,42.481016,-72.178343,Forest,United States,North America,Metagenome
SRR7093793,0.102349434,2,147746064,20981881135,42.481016,-72.178343,Forest,United States,North America,Metagenome
SRR7093794,0.046249617,1,159438020,23216231597,42.481016,-72.178343,Forest,United States,North America,Metagenome
SRR7093795,0.14157731,1,159136726,22752413288,42.481016,-72.178343,Forest,United States,North America,Metagenome
SRR7093796,0.047601464,1,157982033,22556907570,42.481016,-72.178343,Forest,United States,North America,Metagenome
SRR7093797,0.154493568,3,146012702,20850223707,42.481016,-72.178343,Forest,United States,North America,Metagenome
SRR7094832,0.149493963,2,147702424,21547528746,42.481016,-72.178343,Forest,United States,North America,Metagenome
SRR7094833,0.050945539,1,145662213,21076267913,42.481016,-72.178343,Forest,United States,North America,Metagenome
SRR7096127,0.150664389,1,148721055,21380138342,42.481016,-72.178343,Forest,United States,North America,Metagenome
SRR7096238,0.048661313,1,151299436,22065615597,42.481016,-72.178343,Forest,United States,North America,Metagenome
SRR7097863,0.044285684,1,168851422,24245799886,42.481016,-72.178343,Forest,United States,North America,Metagenome
SRR7100789,0.053093756,1,137845428,20223504859,42.481016,-72.178343,Forest,United States,North America,Metagenome
SRR7101568,0.565869371,1,13149948,1897508293,39.458,-79.073,Grassland,United StatesA,North America,Metagenome
SRR7102016,0.046025332,1,159642875,23329365986,42.481016,-72.178343,Forest,United States,North America,Metagenome
SRR7102750,1.389614082,1,10697603,1545381323,39.458,-79.073,Grassland,United StatesA,North America,Metagenome
SRR7141809,0.167712427,1,43109958,6402279426,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR7175523,557.0718325,7,10040449,2216595824,21.46,85.47,Forest,India,Asia,Metagenome
SRR7468846,0.315239536,1,33886450,3406114090,18,-65,Forest,Puerto Rico,North America,Metagenome
SRR7470025,0.36430491,1,27891277,2947371263,18,-65,Forest,Puerto Rico,North America,Metagenome
SRR7472063,0.137960535,1,68011223,7782963604,18,-65,Forest,Puerto Rico,North America,Metagenome
SRR7497550,0.415521888,2,34984626,5168160124,33.305,-116.2547,Bare Land,United States,North America,Metagenome
SRR7550492,0.116732503,1,64307335,9198310676,36.1326,103.635,Bare Land,China,Asia,Metagenome
SRR7595568,0.307355405,1,23924827,3493486060,-42.27154,146.8927,Shrubland,AUnited Statestralia,Australia,Metagenome
SRR7629274,0.219156643,1,44606497,4899426313,44.95,-92.98,Wetland,United States,North America,Metagenome
SRR7629275,0.477964775,1,37147873,4492974710,44.9,-92.98,Wetland,United States,North America,Metagenome
SRR7629276,0.783147882,1,43670255,5484235349,45.15,-92.8,Wetland,United States,North America,Metagenome
SRR7629277,0.229251681,1,38850307,4683681351,45.09,-93.13,Wetland,United States,North America,Metagenome
SRR7629278,0.635781764,2,28569299,3377705638,45.02,-93.14,Wetland,United States,North America,Metagenome
SRR7686989,0.410757218,2,35655465,5228109343,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7686991,0.159128463,1,45055139,6747641522,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7686992,0.197913637,1,37063433,5425304889,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7686999,0.20858868,1,35053710,5147651473,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7687004,0.195281225,1,37305898,5498438589,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7687005,0.184753473,1,39473068,5811754480,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7687006,0.826265441,1,36605174,5198047845,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7687007,0.381768958,2,38310457,5625087133,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7687008,0.634212071,2,34599118,5079098332,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7687011,0.194584497,1,37601578,5518126272,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7687012,0.2074637,1,35407772,5175564816,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7687013,0.215894092,1,33921610,4973465529,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7687014,0.220771479,1,33233683,4863589391,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7687071,0.24807884,1,29353429,4328228177,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7687073,0.218753921,1,33320799,4908446065,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7687074,0.464754277,1,31418470,4620686143,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR7687075,0.238945225,1,30530395,4493673489,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR770300,0.202407038,1,65448183,5304864083,46.558,23.836,Wetland,Malaysia,Asia,Metagenome
SRR7777325,0.108046135,1,45702256,9937808691,39.7392,-123.6308,Grassland,United States,North America,Metagenome
SRR7965391,0.369676128,1,39755838,5809094736,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR7965772,0.394764652,1,36358584,5439908659,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR7965774,0.270951258,2,54754085,7925719400,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR7965775,0.182749949,1,40254463,5875469892,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR7965808,0.185375074,1,39671556,5792266464,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR7967787,0.158135493,1,46632131,6790011541,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR7967818,0.189918007,1,37972118,5653712581,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR7967862,0.147463282,1,49578188,7281418206,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR7967864,0.12584166,1,58845860,8532483024,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR7967953,0.155338342,1,47045499,6912278108,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR7967954,0.140111831,1,52491788,7663462923,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR7968834,0.21645903,1,34381829,4960485245,44.23,-122.22,Forest,United States,North America,Metagenome
SRR7968838,0.213773888,1,34306025,5022792239,44.23,-122.22,Forest,United States,North America,Metagenome
SRR7969084,0.241600425,1,30521412,4444287808,44.23,-122.22,Forest,United StatesA,North America,Metagenome
SRR7969288,0.22996408,1,31778650,4669171907,44.23,-122.22,Forest,United States,North America,Metagenome
SRR7974119,0.065672038,2,210150322,49050182981,9.1086,-79.8436,Forest,Panama,North America,Metagenome
SRR7975446,0.071118606,1,103727913,15097903045,39.7291,-123.6419,Forest,United States,North America,Metagenome
SRR7976076,0.04036223,1,184292369,26602638511,37.9813,-109.5168,Wetland,United States,North America,Metagenome
SRR7976077,0.229705138,2,193488886,28046612383,35.0244,-111.7363,Wetland,United States,North America,Metagenome
SRR7976078,0.039907803,1,184852904,26905560938,33.5944,-109.1397,Wetland,United States,North America,Metagenome
SRR7976138,0.348327692,2,87267436,12330249339,37.83,-122.29,Agricultural Land,United States,North America,Metagenome
SRR7976139,0.043216058,1,170690642,24845899229,44.4668,-109.6253,Wetland,United States,North America,Metagenome
SRR8100044,0.20430624,2,72021729,10511101598,43.3,-89.38,Agricultural Land,United States,North America,Metagenome
SRR8205298,0.184229945,1,40244227,5828269794,43.2167,116.2333,Grassland,China,Asia,Metagenome
SRR8205301,36.53071177,2,37945924,5378892014,43.2167,116.2333,Grassland,China,Asia,Metagenome
SRR8205303,0.356002756,1,41809493,6032210746,43.2167,116.2333,Grassland,China,Asia,Metagenome
SRR8205305,0.167896362,1,44219642,6395265558,43.2167,116.2333,Grassland,China,Asia,Metagenome
SRR8205308,7.505902999,2,27629509,4005483561,43.2167,116.2333,Grassland,China,Asia,Metagenome
SRR8205310,0.30280492,2,49159749,7091970769,43.2167,116.2333,Grassland,China,Asia,Metagenome
SRR8205312,113.4885661,2,43777132,6329565210,43.2167,116.2333,Grassland,China,Asia,Metagenome
SRR8205313,39.90904894,2,40729765,5892133882,43.2167,116.2333,Grassland,China,Asia,Metagenome
SRR8205316,0.309905471,1,48046294,6929479635,43.2167,116.2333,Grassland,China,Asia,Metagenome
SRR8269906,0.538569179,1,14025493,1993693412,38.083,-81.98,Wetland,United StatesA,North America,Metagenome
SRR8437983,0.193743333,1,37741389,5542083997,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR8437984,0.202297277,1,36107118,5307742339,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR8438002,0.210232372,1,34776389,5107404794,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR8438006,0.195575508,1,37428041,5490165067,40.4449,-87.0297,Forest,United States,North America,Metagenome
SRR8500458,0.475905079,1,16134495,2256210056,24.52,108.56,Forest,China,Asia,Metagenome
SRR8500459,0.554455932,1,14027618,1936568375,41.8,123.9,Forest,China,Asia,Metagenome
SRR8500465,0.39643781,1,19553526,2708474812,37.489,122.1203,Forest,China,Asia,Metagenome
SRR8500478,0.378112468,1,20375691,2839741917,42.1828,125.509,Forest,China,Asia,Metagenome
SRR8543488,0.095760934,1,152782172,22425466719,31.34,90.6,Grassland,China,Asia,Metagenome
SRR8544467,1.216227055,7,187169117,26485395630,30.58,90.87,Bare Land,China,Asia,Metagenome
SRR8549365,0.198133436,4,219390700,32515718030,36,-78,Agricultural Land,United States,North America,Metagenome
SRR8553626,0.099653266,1,72074194,10774778102,38.9206,-106.9489,Shrubland,United States,North America,Metagenome
SRR8553641,0.121479868,1,59112453,8838845811,38.9206,-106.9489,Shrubland,United States,North America,Metagenome
SRR8554501,0.037573416,1,191635066,28577168055,63.0472,21.7116,Agricultural Land,Finland,Europe,Metagenome
SRR8554505,0.041003397,1,176158372,26186655599,63.0472,21.7116,Agricultural Land,Finland,Europe,Metagenome
SRR8554643,0.184708188,2,235925569,34879076007,63.0472,21.7116,Agricultural Land,Finland,Europe,Metagenome
SRR8556377,2.464723107,10,186938922,27445571747,31.77,89.06,Grassland,China,Asia,Metagenome
SRR8821151,0.305603667,1,23738657,3513510927,-42.27154,146.8927,Shrubland,AUnited Statestralia,Australia,Metagenome
SRR8861596,0.103891566,2,138767677,20670432984,39.0844,-86.4705,Forest,United States,North America,Metagenome
SRR8863073,0.052885324,1,135567043,20303209548,46.0356,-122.86,Forest,United StatesA,North America,Metagenome
SRR8863074,0.339395971,2,105534554,15818423222,45.654,-122.839,Forest,United States,North America,Metagenome
SRR8863102,0.142670364,1,100499902,15052065441,45.5468,-122.376,Wetland,United States,North America,Metagenome
SRR8863177,0.066461741,1,106069857,16155788350,45.9233,-120.701,Wetland,United States,North America,Metagenome
SRR8863178,0.14934489,1,143953566,21569037050,46.6992,-120.899,Wetland,United States,North America,Metagenome
SRR8863180,0.668341047,3,107428175,16065777023,48.4473,-122.323,Wetland,United States,North America,Metagenome
SRR8863203,0.195843482,2,110013826,16447958554,47.6684,-121.924,Wetland,United States,North America,Metagenome
SRR8874670,0.05234785,1,137354109,20511669948,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR8874768,0.046870416,1,153610553,22908732338,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR8874838,0.142106124,1,152107924,22667745594,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR8879130,0.03291056,1,218385957,32626057382,26.5008,-80.2398,Wetland,United States,North America,Metagenome
SRR8879132,0.070858798,2,202870496,30306521016,26.5059,-80.2517,Wetland,United States,North America,Metagenome
SRR8879133,0.136822056,3,210248161,31390898758,26.5059,-80.2517,Wetland,United States,North America,Metagenome
SRR8879135,0.230593308,4,186099813,27938585894,26.5059,-80.2517,Wetland,United States,North America,Metagenome
SRR8879136,0.041472557,1,173380289,25890417896,26.5059,-80.2517,Wetland,United States,North America,Metagenome
SRR8881006,0.140788761,1,156660719,22879848174,26.5052,-80.2345,Wetland,United States,North America,Metagenome
SRR8881007,0.086795216,1,165857749,24741958678,26.5052,-80.2345,Wetland,United States,North America,Metagenome
SRR8881008,0.070839802,1,202957490,30314647840,26.5065,-80.2537,Wetland,United States,North America,Metagenome
SRR8881010,0.036785898,1,195360498,29188952701,26.5065,-80.2537,Wetland,United States,North America,Metagenome
SRR8931197,7.295474162,5,36382344,5004091743,43,-92.5,Agricultural Land,United StatesA,North America,Metagenome
SRR8931198,8.744557916,5,38675016,5279957990,43,-92.5,Agricultural Land,United StatesA,North America,Metagenome
SRR8931206,9.639847402,6,39068616,5346516952,43,-92.5,Agricultural Land,United StatesA,North America,Metagenome
SRR8931207,7.686499054,3,42609449,5867060712,43,-92.5,Agricultural Land,United StatesA,North America,Metagenome
SRR8931223,1.044773768,2,14477343,2055453260,43,-92.5,Agricultural Land,United StatesA,North America,Metagenome
SRR8931224,5.806060333,2,11745794,1664411987,43,-92.5,Agricultural Land,United StatesA,North America,Metagenome
SRR8931225,4.249174692,1,8941172,1263471029,43,-92.5,Agricultural Land,United StatesA,North America,Metagenome
SRR8931226,5.317982657,1,9949057,1413354133,43,-92.5,Agricultural Land,United StatesA,North America,Metagenome
SRR8931227,0.857414033,1,8902694,1252302602,43,-92.5,Agricultural Land,United StatesA,North America,Metagenome
SRR8931228,2.499148673,2,9145198,1288929109,43,-92.5,Agricultural Land,United StatesA,North America,Metagenome
SRR8931235,3.194851545,4,32315990,4369105579,43,-92.5,Agricultural Land,United StatesA,North America,Metagenome
SRR8931236,1.867383108,4,38217395,5174983313,43,-92.5,Agricultural Land,United StatesA,North America,Metagenome
SRR9002931,0.066214101,1,111281083,16216210801,39.7291,-123.6419,Forest,United States,North America,Metagenome
SRR9009769,0.06003151,1,120595848,17886303708,36,-78,Agricultural Land,United States,North America,Metagenome
SRR9030504,0.109570464,1,100488801,9799555354,53.93,-116.58,Forest,Canada,North America,Metagenome
SRR9030506,0.14427215,1,76275638,7442474708,53.93,-116.58,Forest,Canada,North America,Metagenome
SRR9032072,0.106615075,1,135025373,20142401593,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032073,0.244558289,1,147352739,21952676966,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032074,0.057985276,1,124354543,18517490958,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032075,0.148276331,2,194454095,28965967084,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032198,0.076907559,1,93787571,13961460139,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032199,0.042709219,1,168817494,25140750580,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032202,0.134807074,1,109210798,15930051634,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032259,0.110897952,2,127028237,19364502214,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032300,0.239067673,1,117906601,17965487516,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032509,0.10658279,1,202743603,30222754236,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032510,0.065371832,1,110078202,16425145171,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032615,0.057576523,1,125009690,18648952017,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032694,0.108684525,1,132588115,19758872191,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032715,0.042146041,1,171096055,25476694786,39.6475,-79.9369,Agricultural Land,United States,North America,Metagenome
SRR9032716,0.042465754,1,169814014,25284887778,39.6475,-79.9369,Agricultural Land,United StatesA,North America,Metagenome
SRR908208,0.190080694,1,61751202,5648873655,31.99,34.82,Agricultural Land,Israel,Asia,Metagenome
SRR908272,0.248285289,1,47698941,4324629245,31.99,34.82,Agricultural Land,Israel,Asia,Metagenome
SRR908281,0.579414768,2,41431757,3706297748,31.99,34.82,Agricultural Land,Israel,Asia,Metagenome
SRR9179559,3.484912858,3,104283432,13556907211,47.426944,8.518333,Agricultural Land,Switzerland,Europe,Metagenome
SRR9179560,4.36283317,5,81029308,9598334271,47.426944,8.518333,Agricultural Land,Switzerland,Europe,Metagenome
SRR9179561,10.34127322,2,58185024,6852827391,47.426944,8.518333,Agricultural Land,Switzerland,Europe,Metagenome
SRR9179562,2.236852642,1,65039393,8160399423,47.426944,8.518333,Agricultural Land,Switzerland,Europe,Metagenome
SRR922014,180.208999,2,73400863,6625645304,51.748495,9.54406,Agricultural Land,Germany,Europe,Metagenome
SRR9648401,0.038140766,1,189129245,28152078456,39.0844,-86.4705,Forest,United StatesA,North America,Metagenome
SRR9648404,0.043901204,1,164237598,24458140639,39.0844,-86.4705,Forest,United StatesA,North America,Metagenome
SRR9648435,0.074745499,1,193137089,28730608272,39.0844,-86.4705,Forest,United StatesA,North America,Metagenome
SRR9650533,0.051259155,1,140549912,20947317935,36.36,-97.29,Forest,United StatesA,North America,Metagenome
SRR9691020,0.143188107,1,51034309,7498819864,37.03,99.75,Wetland,China,Asia,Metagenome
SRR9691023,0.173448905,1,42098248,6190536755,29.91,107.24,Wetland,China,Asia,Metagenome
SRR9691024,1.547528943,2,37769894,5550742449,30,106.96,Wetland,China,Asia,Metagenome
SRR9691038,0.180699726,1,40432745,5942133108,36.88,101.02,Wetland,China,Asia,Metagenome
SRR9691039,0.095980566,1,75743557,11187075293,30.48,91.1,Wetland,China,Asia,Metagenome
SRR9691051,0.087245178,1,84495816,12307176659,45.07,122.31,Wetland,China,Asia,Metagenome
