otu_id,sample_id,Host,project_id,count,nreads,classification,run_id
NC_035460.1,CRMT_S05,Human_and_other_vertebrates,soil,9.000000001,3.473619969,soil,CRMT_S05
NC_007647.1,CRMT_S08,Human_and_other_vertebrates,soil,33,4.728223884,soil,CRMT_S08
NC_036582.1,CRMT_S11,Birds,soil,1.000000001,3.321881229,soil,CRMT_S11
NC_001669.1,CRMT_S14,Non_human_primates,soil,0.999999999,4.029216359,soil,CRMT_S14
NC_036582.1,CRMT_S16,Birds,soil,0.999999999,3.316502664,soil,CRMT_S16
NC_006430.1,CRMT_S17,Human_and_other_vertebrates,soil,79.00000001,3.587525491,soil,CRMT_S17
NC_036582.1,CRMT_S18,Birds,soil,1,3.954184914,soil,CRMT_S18
NC_007363.1,CRMT_S22,Human_and_other_vertebrates,soil,1.000000002,4.111936473,soil,CRMT_S22
NC_036582.1,CRMT_S22,Birds,soil,3.999999998,4.111936473,soil,CRMT_S22
NC_006430.1,CRMT_S24,Human_and_other_vertebrates,soil,4543.000001,3.782577188,soil,CRMT_S24
NC_006430.1,CRMT_S25,Human_and_other_vertebrates,soil,146,4.037787105,soil,CRMT_S25
NC_036582.1,CRMT_S31,Birds,soil,1.000000001,3.384799196,soil,CRMT_S31
NC_007362.1,CRMT_S33,Human_and_other_vertebrates,soil,0.999999999,3.741795035,soil,CRMT_S33
NC_006430.1,CRMT_S34,Human_and_other_vertebrates,soil,1,2.176820946,soil,CRMT_S34
NC_007647.1,CRMT_S34,Human_and_other_vertebrates,soil,2.000000001,2.176820946,soil,CRMT_S34
NC_006430.1,CRMT_S37,Human_and_other_vertebrates,soil,1,3.130064836,soil,CRMT_S37
NC_001357.1,CRMT_S38,Human,soil,1.000000001,3.32028883,soil,CRMT_S38
NC_001357.1,CRMT_S39,Human,soil,3,4.625739384,soil,CRMT_S39
NC_006430.1,CRMT_S40,Human_and_other_vertebrates,soil,1,2.936649842,soil,CRMT_S40
NC_006273.2,CRMT_S41,Human_and_other_vertebrates,soil,15,3.464155182,soil,CRMT_S41
NC_006430.1,CRMT_S43,Human_and_other_vertebrates,soil,1.000000001,3.22364765,soil,CRMT_S43
NC_001357.1,CRMT_S45,Human,soil,0.999999999,3.675718374,soil,CRMT_S45
NC_001669.1,CRMT_S45,Non_human_primates,soil,4,3.675718374,soil,CRMT_S45
NC_001357.1,CRMT_S47,Human,soil,1,2.746160169,soil,CRMT_S47
NC_001357.1,CRMT_S48,Human,soil,1.999999999,2.623631328,soil,CRMT_S48
NC_001479.1,CRMT_S48,Human_and_other_vertebrates,soil,1.000000001,2.623631328,soil,CRMT_S48
NC_007605.1,CRMT_S48,Human,soil,1.000000001,2.623631328,soil,CRMT_S48
NC_001357.1,CRMT_S50,Human,soil,1,1.681075803,soil,CRMT_S50
NC_001357.1,CRMT_S51,Human,soil,1,1.729179052,soil,CRMT_S51
NC_006273.2,CRMT_S52,Human_and_other_vertebrates,soil,1,2.034648405,soil,CRMT_S52
NC_001357.1,CRMT_S54,Human,soil,1.000000001,3.342627177,soil,CRMT_S54
NC_001669.1,CRMT_S55,Non_human_primates,soil,1,0.793659931,soil,CRMT_S55
NC_006273.2,CRMT_S55,Human_and_other_vertebrates,soil,1,0.793659931,soil,CRMT_S55
NC_001357.1,CRMT_S56,Human,soil,2,2.696735937,soil,CRMT_S56
NC_001669.1,CRMT_S58,Non_human_primates,soil,0.999999999,3.122831911,soil,CRMT_S58
NC_003678.1,CRMT_S58,Ungulata,soil,2.999999999,3.122831911,soil,CRMT_S58
NC_006273.2,CRMT_S58,Human_and_other_vertebrates,soil,4.999999999,3.122831911,soil,CRMT_S58
NC_001357.1,CRMT_S59,Human,soil,1,2.889030289,soil,CRMT_S59
NC_001357.1,CRMT_S60,Human,soil,0.999999998,3.516158818,soil,CRMT_S60
NC_001357.1,CRMT_S61,Human,soil,1.000000001,3.582880588,soil,CRMT_S61
NC_001479.1,CRMT_S61,Human_and_other_vertebrates,soil,3,3.582880588,soil,CRMT_S61
NC_001669.1,CRMT_S62,Non_human_primates,soil,0.999999999,3.920594118,soil,CRMT_S62
NC_006273.2,CRMT_S62,Human_and_other_vertebrates,soil,3.000000001,3.920594118,soil,CRMT_S62
NC_006273.2,CRMT_S63,Human_and_other_vertebrates,soil,20,3.332493049,soil,CRMT_S63
NC_001669.1,CRMT_S64,Non_human_primates,soil,2,4.13821595,soil,CRMT_S64
NC_006273.2,CRMT_S64,Human_and_other_vertebrates,soil,1,4.13821595,soil,CRMT_S64
NC_001357.1,CRMT_S65,Human,soil,0.999999999,3.048409584,soil,CRMT_S65
NC_007605.1,CRMT_S66,Human,soil,1.000000001,2.86579297,soil,CRMT_S66
NC_001669.1,CRMT_S67,Non_human_primates,soil,2.000000001,5.181105869,soil,CRMT_S67
NC_006273.2,CRMT_S67,Human_and_other_vertebrates,soil,7.999999999,5.181105869,soil,CRMT_S67
NC_007605.1,CRMT_S69,Human,soil,1.000000001,2.740914851,soil,CRMT_S69
NC_001669.1,CRMT_S70,Non_human_primates,soil,1.999999999,4.751135045,soil,CRMT_S70
NC_006273.2,CRMT_S70,Human_and_other_vertebrates,soil,6.000000001,4.751135045,soil,CRMT_S70
NC_001357.1,CRMT_S71,Human,soil,2.000000001,2.860979969,soil,CRMT_S71
NC_036582.1,ERR1395505,Birds,soil,0.999999999,4.734692362,soil,ERR1395505
NC_007647.1,ERR1395509,Human_and_other_vertebrates,soil,2,4.448882124,soil,ERR1395509
NC_007647.1,ERR1656439,Human_and_other_vertebrates,soil,1,0.070329971,soil,ERR1656439
NC_008724.1,ERR1656439,Human_and_other_vertebrates,soil,2,0.070329971,soil,ERR1656439
NC_007647.1,ERR1656440,Human_and_other_vertebrates,soil,2,0.048072703,soil,ERR1656440
NC_008724.1,ERR1656440,Human_and_other_vertebrates,soil,2,0.048072703,soil,ERR1656440
NC_038494.1,ERR1656440,Human_and_other_vertebrates,soil,2,0.048072703,soil,ERR1656440
NC_040344.1,ERR1656441,Birds,soil,1,0.047514684,soil,ERR1656441
NC_035477.1,ERR1656442,Ungulata,soil,2,0.025258801,soil,ERR1656442
NC_007647.1,ERR1656445,Human_and_other_vertebrates,soil,2,0.014987258,soil,ERR1656445
AC_000007.1,ERR1656447,Human,soil,2,0.038813248,soil,ERR1656447
AC_000017.1,ERR1656448,Human,soil,2,0.01943453,soil,ERR1656448
AC_000007.1,ERR1697133,Human,soil,3,0.983509698,soil,ERR1697133
AC_000017.1,ERR1697133,Human,soil,10,0.983509698,soil,ERR1697133
NC_038520.1,ERR1697133,Others,soil,6,0.983509698,soil,ERR1697133
AC_000007.1,ERR1697134,Human,soil,1.000000001,0.573248079,soil,ERR1697134
AC_000017.1,ERR1697134,Human,soil,3.000000002,0.573248079,soil,ERR1697134
NC_038520.1,ERR1697134,Others,soil,4.000000003,0.573248079,soil,ERR1697134
AC_000007.1,ERR1697135,Human,soil,4,0.805375743,soil,ERR1697135
NC_038520.1,ERR1697135,Others,soil,8,0.805375743,soil,ERR1697135
AC_000007.1,ERR1697136,Human,soil,1.000000001,0.406407885,soil,ERR1697136
NC_038520.1,ERR1697136,Others,soil,6,0.406407885,soil,ERR1697136
AC_000007.1,ERR1697137,Human,soil,6,1.016537737,soil,ERR1697137
AC_000017.1,ERR1697137,Human,soil,3,1.016537737,soil,ERR1697137
AC_000008.1,ERR1697138,Human_and_other_vertebrates,soil,1,0.71756044,soil,ERR1697138
AC_000017.1,ERR1697138,Human,soil,2,0.71756044,soil,ERR1697138
AC_000007.1,ERR1697139,Human,soil,3,1.008999085,soil,ERR1697139
AC_000017.1,ERR1697139,Human,soil,5,1.008999085,soil,ERR1697139
NC_006273.2,ERR1697139,Human_and_other_vertebrates,soil,1,1.008999085,soil,ERR1697139
AC_000007.1,ERR1697140,Human,soil,2.000000002,0.520712377,soil,ERR1697140
AC_000008.1,ERR1697140,Human_and_other_vertebrates,soil,1.000000001,0.520712377,soil,ERR1697140
AC_000017.1,ERR1697140,Human,soil,2.000000002,0.520712377,soil,ERR1697140
AC_000007.1,ERR1697141,Human,soil,6,0.943869432,soil,ERR1697141
AC_000008.1,ERR1697141,Human_and_other_vertebrates,soil,1,0.943869432,soil,ERR1697141
AC_000017.1,ERR1697141,Human,soil,2,0.943869432,soil,ERR1697141
AC_000007.1,ERR1697142,Human,soil,3.000000002,0.538576681,soil,ERR1697142
NC_038520.1,ERR1697142,Others,soil,2.000000002,0.538576681,soil,ERR1697142
AC_000007.1,ERR1697143,Human,soil,2.000000001,0.743939405,soil,ERR1697143
AC_000008.1,ERR1697143,Human_and_other_vertebrates,soil,1.000000001,0.743939405,soil,ERR1697143
AC_000017.1,ERR1697143,Human,soil,1.000000001,0.743939405,soil,ERR1697143
AC_000007.1,ERR1697144,Human,soil,1.000000001,0.410292146,soil,ERR1697144
NC_038520.1,ERR1697144,Others,soil,2.000000002,0.410292146,soil,ERR1697144
AC_000007.1,ERR1697145,Human,soil,5.000000004,0.550094781,soil,ERR1697145
AC_000008.1,ERR1697145,Human_and_other_vertebrates,soil,1.000000001,0.550094781,soil,ERR1697145
AC_000017.1,ERR1697145,Human,soil,1.000000001,0.550094781,soil,ERR1697145
AC_000007.1,ERR1697146,Human,soil,3.000000003,0.436106218,soil,ERR1697146
AC_000008.1,ERR1697146,Human_and_other_vertebrates,soil,1.000000001,0.436106218,soil,ERR1697146
AC_000007.1,ERR1697147,Human,soil,5,0.605791599,soil,ERR1697147
AC_000017.1,ERR1697147,Human,soil,1,0.605791599,soil,ERR1697147
NC_038520.1,ERR1697147,Others,soil,1,0.605791599,soil,ERR1697147
AC_000007.1,ERR1697148,Human,soil,1.000000001,0.338103452,soil,ERR1697148
AC_000017.1,ERR1697148,Human,soil,1.000000001,0.338103452,soil,ERR1697148
AC_000007.1,ERR1697149,Human,soil,1,1.264310468,soil,ERR1697149
AC_000008.1,ERR1697149,Human_and_other_vertebrates,soil,1,1.264310468,soil,ERR1697149
AC_000017.1,ERR1697149,Human,soil,3,1.264310468,soil,ERR1697149
NC_038308.1,ERR1697149,Human,soil,1,1.264310468,soil,ERR1697149
AC_000007.1,ERR1697150,Human,soil,1,0.879045644,soil,ERR1697150
AC_000017.1,ERR1697150,Human,soil,2,0.879045644,soil,ERR1697150
NC_001669.1,ERR1697150,Non_human_primates,soil,1,0.879045644,soil,ERR1697150
AC_000007.1,ERR1697151,Human,soil,3,1.207271804,soil,ERR1697151
AC_000017.1,ERR1697151,Human,soil,1,1.207271804,soil,ERR1697151
AC_000007.1,ERR1697152,Human,soil,1,0.706494585,soil,ERR1697152
AC_000007.1,ERR1697153,Human,soil,3,1.629498984,soil,ERR1697153
AC_000017.1,ERR1697153,Human,soil,5.999999999,1.629498984,soil,ERR1697153
NC_006273.2,ERR1697153,Human_and_other_vertebrates,soil,1,1.629498984,soil,ERR1697153
AC_000007.1,ERR1697154,Human,soil,1,0.998472516,soil,ERR1697154
AC_000017.1,ERR1697154,Human,soil,4,0.998472516,soil,ERR1697154
AC_000007.1,ERR1697155,Human,soil,4,1.348838146,soil,ERR1697155
AC_000007.1,ERR1697156,Human,soil,2.000000001,0.854759743,soil,ERR1697156
AC_000017.1,ERR1697156,Human,soil,1,0.854759743,soil,ERR1697156
AC_000007.1,ERR1697157,Human,soil,2,0.850798272,soil,ERR1697157
AC_000008.1,ERR1697157,Human_and_other_vertebrates,soil,2,0.850798272,soil,ERR1697157
AC_000017.1,ERR1697157,Human,soil,3,0.850798272,soil,ERR1697157
AC_000007.1,ERR1697158,Human,soil,2.000000001,0.58893617,soil,ERR1697158
AC_000017.1,ERR1697158,Human,soil,4.000000003,0.58893617,soil,ERR1697158
AC_000007.1,ERR1697159,Human,soil,4,0.782421251,soil,ERR1697159
AC_000017.1,ERR1697159,Human,soil,6,0.782421251,soil,ERR1697159
AC_000007.1,ERR1697160,Human,soil,4,0.554331927,soil,ERR1697160
AC_000008.1,ERR1697160,Human_and_other_vertebrates,soil,5,0.554331927,soil,ERR1697160
AC_000017.1,ERR1697160,Human,soil,5.999999998,0.554331927,soil,ERR1697160
AC_000007.1,ERR1697161,Human,soil,47,1.041517624,soil,ERR1697161
AC_000008.1,ERR1697161,Human_and_other_vertebrates,soil,3,1.041517624,soil,ERR1697161
AC_000017.1,ERR1697161,Human,soil,61,1.041517624,soil,ERR1697161
NC_038520.1,ERR1697161,Others,soil,1,1.041517624,soil,ERR1697161
AC_000007.1,ERR1697162,Human,soil,44.00000002,0.779734926,soil,ERR1697162
AC_000008.1,ERR1697162,Human_and_other_vertebrates,soil,9,0.779734926,soil,ERR1697162
AC_000017.1,ERR1697162,Human,soil,45.00000002,0.779734926,soil,ERR1697162
AC_000007.1,ERR1697163,Human,soil,50,1.068957174,soil,ERR1697163
AC_000008.1,ERR1697163,Human_and_other_vertebrates,soil,4,1.068957174,soil,ERR1697163
AC_000017.1,ERR1697163,Human,soil,62,1.068957174,soil,ERR1697163
NC_038520.1,ERR1697163,Others,soil,1,1.068957174,soil,ERR1697163
AC_000007.1,ERR1697164,Human,soil,30.00000002,0.664391176,soil,ERR1697164
AC_000008.1,ERR1697164,Human_and_other_vertebrates,soil,7.000000002,0.664391176,soil,ERR1697164
AC_000017.1,ERR1697164,Human,soil,33.00000002,0.664391176,soil,ERR1697164
NC_038520.1,ERR1697164,Others,soil,2.000000001,0.664391176,soil,ERR1697164
AC_000007.1,ERR1697165,Human,soil,1.000000001,0.539833395,soil,ERR1697165
AC_000007.1,ERR1697166,Human,soil,1,0.399710864,soil,ERR1697166
AC_000008.1,ERR1697166,Human_and_other_vertebrates,soil,1,0.399710864,soil,ERR1697166
AC_000017.1,ERR1697166,Human,soil,1,0.399710864,soil,ERR1697166
AC_000007.1,ERR1697167,Human,soil,3.000000003,0.554193106,soil,ERR1697167
AC_000017.1,ERR1697167,Human,soil,3.000000003,0.554193106,soil,ERR1697167
AC_000007.1,ERR1697168,Human,soil,2.000000003,0.310231678,soil,ERR1697168
AC_000017.1,ERR1697168,Human,soil,3,0.310231678,soil,ERR1697168
AC_000008.1,ERR1697170,Human_and_other_vertebrates,soil,1,1.306351278,soil,ERR1697170
AC_000017.1,ERR1697171,Human,soil,2,1.784288473,soil,ERR1697171
AC_000007.1,ERR1697173,Human,soil,2,1.514383553,soil,ERR1697173
AC_000007.1,ERR1697174,Human,soil,6,1.299093215,soil,ERR1697174
AC_000017.1,ERR1697174,Human,soil,2,1.299093215,soil,ERR1697174
AC_000007.1,ERR1697175,Human,soil,2.000000001,1.763255007,soil,ERR1697175
AC_000017.1,ERR1697175,Human,soil,3,1.763255007,soil,ERR1697175
AC_000007.1,ERR1697176,Human,soil,3,1.133180747,soil,ERR1697176
AC_000017.1,ERR1697176,Human,soil,4,1.133180747,soil,ERR1697176
AC_000007.1,ERR1697177,Human,soil,19,2.07157312,soil,ERR1697177
AC_000008.1,ERR1697177,Human_and_other_vertebrates,soil,1,2.07157312,soil,ERR1697177
AC_000017.1,ERR1697177,Human,soil,21,2.07157312,soil,ERR1697177
NC_001669.1,ERR1697177,Non_human_primates,soil,1,2.07157312,soil,ERR1697177
AC_000007.1,ERR1697178,Human,soil,17,1.287070387,soil,ERR1697178
AC_000017.1,ERR1697178,Human,soil,9,1.287070387,soil,ERR1697178
NC_001669.1,ERR1697178,Non_human_primates,soil,1.000000001,1.287070387,soil,ERR1697178
AC_000007.1,ERR1697179,Human,soil,17,1.733642577,soil,ERR1697179
AC_000008.1,ERR1697179,Human_and_other_vertebrates,soil,2.999999999,1.733642577,soil,ERR1697179
AC_000017.1,ERR1697179,Human,soil,14,1.733642577,soil,ERR1697179
NC_001669.1,ERR1697179,Non_human_primates,soil,0.999999999,1.733642577,soil,ERR1697179
AC_000007.1,ERR1697180,Human,soil,16,1.084761271,soil,ERR1697180
AC_000017.1,ERR1697180,Human,soil,11,1.084761271,soil,ERR1697180
NC_001357.1,ERR2004617,Human,soil,1.000000001,2.653048149,soil,ERR2004617
NC_001669.1,ERR2004618,Non_human_primates,soil,177.0000001,0.528321683,soil,ERR2004618
NC_003266.2,ERR2004618,Human_and_other_vertebrates,soil,4.000000004,0.528321683,soil,ERR2004618
NC_006273.2,ERR2004618,Human_and_other_vertebrates,soil,207.0000002,0.528321683,soil,ERR2004618
NC_010277.2,ERR2004618,Human,soil,3.000000003,0.528321683,soil,ERR2004618
NC_001669.1,ERR2004620,Non_human_primates,soil,107.0000001,0.842103521,soil,ERR2004620
NC_006273.2,ERR2004620,Human_and_other_vertebrates,soil,3.000000002,0.842103521,soil,ERR2004620
NC_001806.2,ERR2004621,Human_and_other_vertebrates,soil,28,1.123412186,soil,ERR2004621
NC_003266.2,ERR2004621,Human_and_other_vertebrates,soil,2,1.123412186,soil,ERR2004621
NC_001669.1,ERR2004623,Non_human_primates,soil,19,1.390846339,soil,ERR2004623
NC_006273.2,ERR2004623,Human_and_other_vertebrates,soil,13,1.390846339,soil,ERR2004623
NC_025791.1,ERR2004623,Others,soil,1,1.390846339,soil,ERR2004623
NC_038393.1,ERR2004623,Others,soil,27,1.390846339,soil,ERR2004623
NC_038406.1,ERR2004623,Birds,soil,1,1.390846339,soil,ERR2004623
NC_038418.1,ERR2004623,Human,soil,1,1.390846339,soil,ERR2004623
NC_003266.2,ERR2004624,Human_and_other_vertebrates,soil,1,1.484073224,soil,ERR2004624
NC_003266.2,ERR2004625,Human_and_other_vertebrates,soil,1.000000001,0.556947473,soil,ERR2004625
NC_024909.1,ERR2004625,Human_and_other_vertebrates,soil,1.000000001,0.556947473,soil,ERR2004625
NC_026162.1,ERR2004625,Human_and_other_vertebrates,soil,1.000000001,0.556947473,soil,ERR2004625
NC_032422.1,ERR2004625,Human_and_other_vertebrates,soil,2.000000002,0.556947473,soil,ERR2004625
AC_000008.1,ERR2004626,Human_and_other_vertebrates,soil,1,0.80165881,soil,ERR2004626
NC_024690.1,ERR2004626,Ungulata,soil,22,0.80165881,soil,ERR2004626
NC_024909.1,ERR2004626,Human_and_other_vertebrates,soil,98,0.80165881,soil,ERR2004626
NC_021312.1,ERR2004629,Birds,soil,3.000000001,1.431691383,soil,ERR2004629
NC_002665.1,ERR2004630,Ungulata,soil,1,0.880594344,soil,ERR2004630
NC_001457.1,ERR2017127,Human,soil,3,5.34608754,soil,ERR2017127
NC_001457.1,ERR2017131,Human,soil,3.999999999,3.853467152,soil,ERR2017131
NC_006273.2,ERR2017131,Human_and_other_vertebrates,soil,1.000000001,3.853467152,soil,ERR2017131
NC_001457.1,ERR2017132,Human,soil,1.999999999,4.760720065,soil,ERR2017132
NC_001457.1,ERR2017133,Human,soil,1.000000002,4.400160863,soil,ERR2017133
NC_001368.1,ERR2061842,Human,soil,1,0.108551946,soil,ERR2061842
NC_029052.1,ERR2061842,Birds,soil,3,0.108551946,soil,ERR2061842
NC_001368.1,ERR2061845,Human,soil,1,0.117850096,soil,ERR2061845
NC_001368.1,ERR2061846,Human,soil,1,0.105849124,soil,ERR2061846
AC_000017.1,ERR2562186,Human,soil,0.999999999,2.672249643,soil,ERR2562186
NC_008724.1,ERR2562186,Human_and_other_vertebrates,soil,0.999999999,2.672249643,soil,ERR2562186
NC_028474.1,ERR2562186,Ungulata,soil,0.999999999,2.672249643,soil,ERR2562186
NC_007919.3,ERR2562188,Ungulata,soil,1,2.395339416,soil,ERR2562188
NC_029052.1,ERR2562190,Birds,soil,1.999999999,2.868953189,soil,ERR2562190
NC_028474.1,ERR2562193,Ungulata,soil,1,1.530762384,soil,ERR2562193
NC_038495.1,ERR2562193,Others,soil,1.999999999,1.530762384,soil,ERR2562193
NC_038524.1,ERR2562194,Human,soil,1.000000001,3.185880476,soil,ERR2562194
NC_036582.1,ERR2562195,Birds,soil,1,2.141059716,soil,ERR2562195
AC_000007.1,ERR2562196,Human,soil,1,3.740202624,soil,ERR2562196
NC_001457.1,ERR2562197,Human,soil,1,2.642616781,soil,ERR2562197
NC_006273.2,ERR2677811,Human_and_other_vertebrates,soil,1,0.220033465,soil,ERR2677811
NC_022798.1,ERR2677811,Ungulata,soil,1,0.220033465,soil,ERR2677811
NC_040639.1,ERR2677811,Birds,soil,1,0.220033465,soil,ERR2677811
NC_030147.1,ERR2677812,Others,soil,1,0.184087775,soil,ERR2677812
NC_005946.1,ERR3412978,Others,soil,1,1.686687945,soil,ERR3412978
NC_029052.1,MT_S04,Birds,soil,87.99999998,5.166029091,soil,MT_S04
NC_032426.1,MT_S04,Others,soil,0.999999999,5.166029091,soil,MT_S04
NC_029052.1,MT_S05,Birds,soil,0.999999999,5.077529064,soil,MT_S05
NC_001357.1,MT_S06,Human,soil,2.000000001,5.540893093,soil,MT_S06
NC_002665.1,MT_S06,Ungulata,soil,1,5.540893093,soil,MT_S06
NC_003678.1,MT_S06,Ungulata,soil,1,5.540893093,soil,MT_S06
NC_032426.1,MT_S06,Others,soil,69.99999997,5.540893093,soil,MT_S06
NC_036582.1,MT_S06,Birds,soil,1,5.540893093,soil,MT_S06
NC_001357.1,MT_S07,Human,soil,5.000000002,5.367929875,soil,MT_S07
NC_032426.1,MT_S07,Others,soil,124,5.367929875,soil,MT_S07
NC_001357.1,MT_S08,Human,soil,1.999999999,5.933966702,soil,MT_S08
NC_032426.1,MT_S08,Others,soil,72.99999998,5.933966702,soil,MT_S08
NC_029052.1,MT_S09,Birds,soil,63,6.478774957,soil,MT_S09
NC_001357.1,MT_S11,Human,soil,1.000000001,4.829397158,soil,MT_S11
NC_029052.1,MT_S11,Birds,soil,53,4.829397158,soil,MT_S11
NC_001357.1,MT_S12,Human,soil,4,4.958063964,soil,MT_S12
NC_001357.1,MT_S13,Human,soil,0.999999998,4.989887532,soil,MT_S13
NC_029052.1,MT_S13,Birds,soil,8.999999998,4.989887532,soil,MT_S13
NC_032426.1,MT_S13,Others,soil,25,4.989887532,soil,MT_S13
NC_001357.1,MT_S16,Human,soil,2.000000001,5.240492395,soil,MT_S16
NC_029052.1,MT_S21,Birds,soil,4.999999999,5.433669048,soil,MT_S21
NC_028474.1,MT_S26,Ungulata,soil,1,6.278888303,soil,MT_S26
NC_028474.1,MT_S27,Ungulata,soil,1.999999998,8.25521856,soil,MT_S27
NC_032426.1,MT_S28,Others,soil,25,5.073491383,soil,MT_S28
NC_007647.1,MT_S32,Human_and_other_vertebrates,soil,5.000000001,5.437831992,soil,MT_S32
NC_007647.1,MT_S33,Human_and_other_vertebrates,soil,42,5.758930108,soil,MT_S33
NC_007647.1,MT_S36,Human_and_other_vertebrates,soil,20,4.941472717,soil,MT_S36
NC_007647.1,MT_S39,Human_and_other_vertebrates,soil,309,5.057116295,soil,MT_S39
NC_007647.1,MT_S41,Human_and_other_vertebrates,soil,282,5.432794842,soil,MT_S41
NC_007647.1,MT_S42,Human_and_other_vertebrates,soil,4.000000002,5.016870383,soil,MT_S42
NC_032426.1,MT_S42,Others,soil,9,5.016870383,soil,MT_S42
NC_007647.1,MT_S43,Human_and_other_vertebrates,soil,1,5.675195293,soil,MT_S43
NC_029052.1,MT_S46,Birds,soil,21,6.063721139,soil,MT_S46
NC_029052.1,MT_S48,Birds,soil,4.999999999,6.361694333,soil,MT_S48
NC_036582.1,MT_S48,Birds,soil,1,6.361694333,soil,MT_S48
NC_029052.1,MT_S51,Birds,soil,26,5.894527455,soil,MT_S51
NC_029052.1,MT_S52,Birds,soil,37,5.490207452,soil,MT_S52
NC_029052.1,MT_S53,Birds,soil,0.999999999,4.571741116,soil,MT_S53
NC_035460.1,MT_S58,Human_and_other_vertebrates,soil,1.000000001,4.370199634,soil,MT_S58
NC_026161.1,SRR10617562,Birds,soil,1.000000001,0.422087785,soil,SRR10617562
NC_026817.1,SRR10617562,Human,soil,2.000000002,0.422087785,soil,SRR10617562
NC_038495.1,SRR10617562,Others,soil,3.000000003,0.422087785,soil,SRR10617562
NC_026161.1,SRR10617563,Birds,soil,1.000000001,1.593713632,soil,SRR10617563
NC_026817.1,SRR10617563,Human,soil,1.999999999,1.593713632,soil,SRR10617563
NC_038495.1,SRR10617563,Others,soil,11,1.593713632,soil,SRR10617563
NC_001669.1,SRR10617564,Non_human_primates,soil,3.000000003,0.510922932,soil,SRR10617564
NC_002210.1,SRR10617564,Human_and_other_vertebrates,soil,6,0.510922932,soil,SRR10617564
NC_006273.2,SRR10617564,Human_and_other_vertebrates,soil,5,0.510922932,soil,SRR10617564
NC_008724.1,SRR10617564,Human_and_other_vertebrates,soil,3.000000003,0.510922932,soil,SRR10617564
NC_025731.1,SRR10617564,Birds,soil,6,0.510922932,soil,SRR10617564
NC_038495.1,SRR10617564,Others,soil,15.00000001,0.510922932,soil,SRR10617564
NC_002210.1,SRR10617565,Human_and_other_vertebrates,soil,1,0.549395185,soil,SRR10617565
NC_026161.1,SRR10617565,Birds,soil,19,0.549395185,soil,SRR10617565
NC_038495.1,SRR10617565,Others,soil,49,0.549395185,soil,SRR10617565
NC_025731.1,SRR10617566,Birds,soil,1.000000001,0.899286812,soil,SRR10617566
NC_026161.1,SRR10617566,Birds,soil,2.000000001,0.899286812,soil,SRR10617566
NC_026817.1,SRR10617566,Human,soil,2.000000001,0.899286812,soil,SRR10617566
NC_030145.1,SRR10617566,Ungulata,soil,2.000000001,0.899286812,soil,SRR10617566
NC_035477.1,SRR10617566,Ungulata,soil,1.000000001,0.899286812,soil,SRR10617566
NC_038495.1,SRR10617566,Others,soil,8.000000004,0.899286812,soil,SRR10617566
NC_026161.1,SRR10617569,Birds,soil,2.000000003,0.276208364,soil,SRR10617569
NC_026817.1,SRR10617569,Human,soil,3,0.276208364,soil,SRR10617569
NC_030145.1,SRR10617569,Ungulata,soil,1.000000002,0.276208364,soil,SRR10617569
NC_038495.1,SRR10617569,Others,soil,3,0.276208364,soil,SRR10617569
NC_028363.1,SRR10854864,Others,soil,0.999999997,7.616860959,soil,SRR10854864
NC_029052.1,SRR10854864,Birds,soil,2.999999997,7.616860959,soil,SRR10854864
NC_032730.1,SRR10854864,Others,soil,0.999999997,7.616860959,soil,SRR10854864
NC_025219.1,SRR10904363,Others,soil,2,1.57485993,soil,SRR10904363
NC_039211.1,SRR10904363,Others,soil,0.999999999,1.57485993,soil,SRR10904363
NC_025219.1,SRR10904364,Others,soil,5.000000003,7.662926503,soil,SRR10904364
NC_025219.1,SRR10904365,Others,soil,6.000000001,4.199420741,soil,SRR10904365
AC_000007.1,SRR10916359,Human,soil,60,9.805561877,soil,SRR10916359
AC_000008.1,SRR10916359,Human_and_other_vertebrates,soil,6,9.805561877,soil,SRR10916359
AC_000017.1,SRR10916359,Human,soil,47,9.805561877,soil,SRR10916359
NC_003678.1,SRR10916359,Ungulata,soil,0.999999999,9.805561877,soil,SRR10916359
NC_007367.1,SRR10916359,Human_and_other_vertebrates,soil,17,9.805561877,soil,SRR10916359
NC_007377.1,SRR10916359,Human_and_other_vertebrates,soil,0.999999999,9.805561877,soil,SRR10916359
NC_038520.1,SRR10916359,Others,soil,0.999999999,9.805561877,soil,SRR10916359
NC_005309.1,SRR10918875,Birds,soil,0.999999996,10.47707032,soil,SRR10918875
NC_005337.1,SRR10918875,Human_and_other_vertebrates,soil,0.999999996,10.47707032,soil,SRR10918875
NC_036582.1,SRR10918875,Birds,soil,108,10.47707032,soil,SRR10918875
NC_021312.1,SRR10918901,Birds,soil,0.999999997,10.96177924,soil,SRR10918901
NC_029132.1,SRR10918901,Others,soil,26,10.96177924,soil,SRR10918901
NC_036582.1,SRR10918901,Birds,soil,0.999999997,10.96177924,soil,SRR10918901
NC_036582.1,SRR10919453,Birds,soil,4,11.61309031,soil,SRR10919453
NC_008724.1,SRR10919503,Human_and_other_vertebrates,soil,2,10.06688379,soil,SRR10919503
NC_036582.1,SRR10919510,Birds,soil,39,11.26039855,soil,SRR10919510
NC_005309.1,SRR10920230,Birds,soil,1.000000003,11.4763174,soil,SRR10920230
