otu_id,sample_id,Host,project_id,count,nreads,classification,run_id
NC_014953.1,SRR8446963,Human,soil,1,0.106270627,soil,SRR8446963
NC_001531.1,SRR8446965,Human,soil,3,0.151668826,soil,SRR8446965
AC_000017.1,SRR8446977,Human,soil,1,0.42407681,soil,SRR8446977
AC_000007.1,SRR8446978,Human,soil,1.000000001,0.468989964,soil,SRR8446978
NC_001669.1,SRR8446981,Non_human_primates,soil,3,0.085146146,soil,SRR8446981
AC_000017.1,SRR8446983,Human,soil,1,0.237926634,soil,SRR8446983
AC_000017.1,SRR8446985,Human,soil,1,0.252823724,soil,SRR8446985
AC_000017.1,SRR8446986,Human,soil,1.000000002,0.230399127,soil,SRR8446986
AC_000007.1,SRR8446997,Human,soil,2,0.24709745,soil,SRR8446997
AC_000007.1,SRR8446998,Human,soil,1,0.217039801,soil,SRR8446998
AC_000007.1,SRR8447004,Human,soil,1.000000004,0.11319441,soil,SRR8447004
AC_000007.1,SRR8447006,Human,soil,2.000000002,0.426894309,soil,SRR8447006
NC_028474.1,SRR8447027,Ungulata,soil,1,0.060791746,soil,SRR8447027
NC_001457.1,SRR8447053,Human,soil,1.000000003,7.886455695,soil,SRR8447053
NC_001457.1,SRR8447148,Human,soil,1.000000001,1.837780117,soil,SRR8447148
NC_001457.1,SRR8447410,Human,soil,1,5.331073837,soil,SRR8447410
NC_001457.1,SRR8447515,Human,soil,5,13.39182133,soil,SRR8447515
NC_028474.1,SRR8447915,Ungulata,soil,1.000000002,12.14073592,soil,SRR8447915
NC_001457.1,SRR8449215,Human,soil,1.999999995,14.16943622,soil,SRR8449215
NC_001457.1,SRR8449609,Human,soil,1.999999999,9.212225514,soil,SRR8449609
NC_001457.1,SRR8449811,Human,soil,2,11.41498717,soil,SRR8449811
NC_029052.1,SRR8554513,Birds,soil,2,1.476807601,soil,SRR8554513
NC_001457.1,SRR8554514,Human,soil,1,1.366934194,soil,SRR8554514
NC_001457.1,SRR8554642,Human,soil,2.000000001,2.623664816,soil,SRR8554642
NC_029052.1,SRR8554642,Birds,soil,2.000000001,2.623664816,soil,SRR8554642
NC_001457.1,SRR8554648,Human,soil,2.000000002,0.449949198,soil,SRR8554648
NC_030447.1,SRR8554648,Human,soil,1.000000001,0.449949198,soil,SRR8554648
NC_001457.1,SRR8554649,Human,soil,1,0.304750651,soil,SRR8554649
NC_001457.1,SRR8554650,Human,soil,2.000000001,0.921665379,soil,SRR8554650
AC_000007.1,SRR8554651,Human,soil,1.000000001,0.771436764,soil,SRR8554651
NC_001457.1,SRR8554651,Human,soil,6.000000004,0.771436764,soil,SRR8554651
NC_007647.1,SRR8554651,Human_and_other_vertebrates,soil,1.000000001,0.771436764,soil,SRR8554651
AC_000007.1,SRR8554652,Human,soil,0.999999999,1.388637518,soil,SRR8554652
NC_001457.1,SRR8554652,Human,soil,0.999999999,1.388637518,soil,SRR8554652
NC_036582.1,SRR9008751,Birds,soil,2.999999998,3.905905225,soil,SRR9008751
NC_008724.1,SRR9034354,Human_and_other_vertebrates,soil,1.000000002,7.105731539,soil,SRR9034354
AC_000007.1,SRR949316,Human,soil,55,15.24235231,soil,SRR949316
AC_000008.1,SRR949316,Human_and_other_vertebrates,soil,20,15.24235231,soil,SRR949316
AC_000017.1,SRR949316,Human,soil,66,15.24235231,soil,SRR949316
NC_001479.1,SRR949316,Human_and_other_vertebrates,soil,2.000000002,15.24235231,soil,SRR949316
NC_001531.1,SRR949316,Human,soil,6,15.24235231,soil,SRR949316
NC_038701.1,SRR949316,Others,soil,2.000000002,15.24235231,soil,SRR949316
NC_029052.1,SRR9648436,Birds,soil,1,11.39725963,soil,SRR9648436
NC_028474.1,SRR9694520,Ungulata,soil,1,0.017069363,soil,SRR9694520
NC_028474.1,SRR9694522,Ungulata,soil,1,0.031588025,soil,SRR9694522
NC_001806.2,SRR9719618,Human_and_other_vertebrates,soil,1.000000001,0.458254155,soil,SRR9719618
NC_001806.2,SRR9719619,Human_and_other_vertebrates,soil,8,0.291884978,soil,SRR9719619
NC_001806.2,SRR9719620,Human_and_other_vertebrates,soil,3,0.359921319,soil,SRR9719620
